user,correct,recorded_result,mask_image,cb_type1,cb_type2,ncb,datetime,random_spread,pallet_used,pallet_values,ishihara_list,COLORS_ON,COLORS_OFF,cluster_classification
unknown_4,1,3,3,0,1,1,16/6/20 8:49,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(252,103,76),(224,46,42),(250,109,78),(222,47,43),(246,104,75),(222,44,38),(146,104,26),(198,145,68),(147,111,25),(196,140,65),(147,106,27),(203,137,63)]","[(252,103,76),(224,46,42),(250,109,78),(222,47,43),(246,104,75),(222,44,38)]","[(146,104,26),(198,145,68),(147,111,25),(196,140,65),(147,106,27),(203,137,63)]",0
unknown_4,1,3,3,0,1,1,16/6/20 10:11,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(246,101,74),(225,42,37),(254,110,78),(219,40,40),(251,106,78),(217,43,35),(148,109,22),(196,137,70),(139,109,28),(197,137,62),(143,107,24),(196,136,65)]","[(246,101,74),(225,42,37),(254,110,78),(219,40,40),(251,106,78),(217,43,35)]","[(148,109,22),(196,137,70),(139,109,28),(197,137,62),(143,107,24),(196,136,65)]",0
unknown_4,1,3,3,0,1,1,16/6/20 10:14,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(249,110,78),(220,48,35),(251,103,77),(222,41,43),(247,110,78),(221,45,35),(143,108,21),(200,136,70),(147,109,21),(200,140,63),(146,107,26),(205,138,68)]","[(249,110,78),(220,48,35),(251,103,77),(222,41,43),(247,110,78),(221,45,35)]","[(143,108,21),(200,136,70),(147,109,21),(200,140,63),(146,107,26),(205,138,68)]",0
unknown_4,1,3,3,0,1,1,16/6/20 10:40,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(251,103,71),(226,41,43),(254,105,74),(218,41,38),(251,103,77),(223,47,36),(146,109,27),(198,139,69),(140,107,21),(197,136,67),(140,111,27),(199,138,64)]","[(251,103,71),(226,41,43),(254,105,74),(218,41,38),(251,103,77),(223,47,36)]","[(146,109,27),(198,139,69),(140,107,21),(197,136,67),(140,111,27),(199,138,64)]",0
unknown_4,0,4,3,0,1,1,16/6/20 6:18,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(253,105,75),(224,45,34),(249,104,77),(223,47,35),(254,103,74),(222,47,40),(143,109,27),(202,136,69),(147,105,28),(198,142,70),(142,105,23),(200,137,70)]","[(253,105,75),(224,45,34),(249,104,77),(223,47,35),(254,103,74),(222,47,40)]","[(143,109,27),(202,136,69),(147,105,28),(198,142,70),(142,105,23),(200,137,70)]",0
unknown_4,1,4,4,0,1,1,16/6/20 6:51,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(253,104,69),(225,40,39),(251,106,75),(226,45,41),(253,110,74),(218,48,37),(143,104,26),(196,145,62),(141,107,25),(197,144,62),(148,112,21),(202,141,61)]","[(253,104,69),(225,40,39),(251,106,75),(226,45,41),(253,110,74),(218,48,37)]","[(143,104,26),(196,145,62),(141,107,25),(197,144,62),(148,112,21),(202,141,61)]",0
unknown_4,1,4,4,0,1,1,16/6/20 7:20,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(249,104,74),(226,48,39),(249,105,75),(224,40,35),(252,107,77),(226,47,41),(145,112,26),(203,136,67),(139,106,27),(198,142,70),(142,104,20),(198,140,63)]","[(249,104,74),(226,48,39),(249,105,75),(224,40,35),(252,107,77),(226,47,41)]","[(145,112,26),(203,136,67),(139,106,27),(198,142,70),(142,104,20),(198,140,63)]",0
unknown_4,0,4,N,0,1,1,16/6/20 7:35,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(250,110,69),(226,41,39),(252,110,72),(224,44,40),(247,107,76),(219,48,36),(140,110,19),(199,145,65),(145,108,19),(201,138,68),(148,111,20),(199,145,66)]","[(250,110,69),(226,41,39),(252,110,72),(224,44,40),(247,107,76),(219,48,36)]","[(140,110,19),(199,145,65),(145,108,19),(201,138,68),(148,111,20),(199,145,66)]",0
unknown_4,1,4,4,0,1,1,16/6/20 7:54,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(251,101,76),(220,48,35),(250,101,75),(222,43,43),(246,104,70),(222,45,42),(144,104,23),(198,139,69),(141,110,22),(200,145,68),(141,106,25),(203,141,65)]","[(251,101,76),(220,48,35),(250,101,75),(222,43,43),(246,104,70),(222,45,42)]","[(144,104,23),(198,139,69),(141,110,22),(200,145,68),(141,106,25),(203,141,65)]",0
unknown_4,1,4,4,0,1,1,16/6/20 7:58,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(249,108,77),(220,42,34),(246,108,72),(220,44,42),(249,106,69),(218,49,35),(146,113,25),(203,142,61),(146,107,20),(205,145,62),(143,104,26),(204,139,69)]","[(249,108,77),(220,42,34),(246,108,72),(220,44,42),(249,106,69),(218,49,35)]","[(146,113,25),(203,142,61),(146,107,20),(205,145,62),(143,104,26),(204,139,69)]",0
unknown_4,0,4,B,0,1,1,16/6/20 8:04,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(249,110,73),(219,42,39),(246,105,69),(222,46,38),(248,110,72),(220,45,38),(142,110,20),(198,145,63),(147,111,25),(198,145,70),(146,110,21),(197,136,68)]","[(249,110,73),(219,42,39),(246,105,69),(222,46,38),(248,110,72),(220,45,38)]","[(142,110,20),(198,145,63),(147,111,25),(198,145,70),(146,110,21),(197,136,68)]",0
unknown_4,0,4,B,0,1,1,16/6/20 9:02,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(250,102,76),(225,41,35),(249,104,72),(222,43,42),(254,105,75),(226,47,41),(142,108,19),(201,142,65),(140,111,23),(205,141,69),(143,113,21),(203,143,68)]","[(250,102,76),(225,41,35),(249,104,72),(222,43,42),(254,105,75),(226,47,41)]","[(142,108,19),(201,142,65),(140,111,23),(205,141,69),(143,113,21),(203,143,68)]",0
unknown_4,1,4,4,0,1,1,16/6/20 9:05,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(251,110,74),(226,45,34),(250,104,73),(220,48,39),(251,104,73),(217,42,37),(145,108,24),(204,144,63),(142,104,23),(196,137,67),(140,111,25),(196,138,70)]","[(251,110,74),(226,45,34),(250,104,73),(220,48,39),(251,104,73),(217,42,37)]","[(145,108,24),(204,144,63),(142,104,23),(196,137,67),(140,111,25),(196,138,70)]",0
unknown_4,0,4,E,0,1,1,16/6/20 9:15,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(252,104,75),(221,49,40),(247,109,77),(225,41,38),(253,108,72),(224,46,42),(146,112,19),(201,142,70),(139,105,19),(198,141,64),(139,110,28),(201,140,67)]","[(252,104,75),(221,49,40),(247,109,77),(225,41,38),(253,108,72),(224,46,42)]","[(146,112,19),(201,142,70),(139,105,19),(198,141,64),(139,110,28),(201,140,67)]",0
unknown_4,1,4,4,0,1,1,16/6/20 9:59,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(254,101,74),(219,46,43),(252,101,76),(219,43,36),(250,103,72),(224,44,37),(145,113,23),(201,139,61),(144,105,24),(205,145,68),(140,104,25),(204,144,70)]","[(254,101,74),(219,46,43),(252,101,76),(219,43,36),(250,103,72),(224,44,37)]","[(145,113,23),(201,139,61),(144,105,24),(205,145,68),(140,104,25),(204,144,70)]",0
unknown_4,1,4,4,0,1,1,16/6/20 10:51,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(252,110,70),(223,44,37),(250,109,69),(218,42,36),(254,105,76),(217,40,40),(144,109,21),(203,140,70),(140,110,25),(202,137,64),(144,109,25),(200,141,64)]","[(252,110,70),(223,44,37),(250,109,69),(218,42,36),(254,105,76),(217,40,40)]","[(144,109,21),(203,140,70),(140,110,25),(202,137,64),(144,109,25),(200,141,64)]",0
unknown_4,0,5,A,0,1,1,16/6/20 8:22,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(246,104,75),(223,41,37),(252,110,71),(223,48,41),(247,110,70),(225,40,34),(143,111,20),(198,140,69),(140,112,20),(204,137,69),(140,111,23),(205,145,65)]","[(246,104,75),(223,41,37),(252,110,71),(223,48,41),(247,110,70),(225,40,34)]","[(143,111,20),(198,140,69),(140,112,20),(204,137,69),(140,111,23),(205,145,65)]",0
unknown_4,0,5,B,0,1,1,16/6/20 8:35,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(248,103,76),(217,47,37),(248,110,72),(225,40,43),(251,108,69),(225,45,40),(148,113,23),(204,142,67),(144,104,23),(201,145,67),(148,112,24),(203,141,62)]","[(248,103,76),(217,47,37),(248,110,72),(225,40,43),(251,108,69),(225,45,40)]","[(148,113,23),(204,142,67),(144,104,23),(201,145,67),(148,112,24),(203,141,62)]",0
unknown_4,1,5,5,0,1,1,16/6/20 8:56,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(247,101,70),(218,49,37),(250,109,78),(220,44,40),(247,107,74),(223,47,42),(145,113,28),(204,140,66),(145,106,27),(199,144,67),(144,107,23),(200,138,67)]","[(247,101,70),(218,49,37),(250,109,78),(220,44,40),(247,107,74),(223,47,42)]","[(145,113,28),(204,140,66),(145,106,27),(199,144,67),(144,107,23),(200,138,67)]",0
unknown_4,0,5,D,0,1,1,16/6/20 10:11,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(252,101,75),(226,43,41),(251,109,76),(225,44,36),(249,104,70),(222,49,40),(146,110,19),(196,139,68),(142,110,26),(199,138,69),(139,107,25),(198,145,65)]","[(252,101,75),(226,43,41),(251,109,76),(225,44,36),(249,104,70),(222,49,40)]","[(146,110,19),(196,139,68),(142,110,26),(199,138,69),(139,107,25),(198,145,65)]",0
unknown_4,0,5,N,0,1,1,16/6/20 10:28,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(250,107,69),(221,46,39),(252,101,78),(221,40,37),(249,106,70),(219,49,41),(141,108,23),(196,140,62),(144,104,19),(203,145,69),(141,107,19),(200,140,68)]","[(250,107,69),(221,46,39),(252,101,78),(221,40,37),(249,106,70),(219,49,41)]","[(141,108,23),(196,140,62),(144,104,19),(203,145,69),(141,107,19),(200,140,68)]",0
unknown_4,0,A,E,0,1,1,16/6/20 6:49,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(249,103,70),(217,43,41),(252,103,77),(224,41,34),(252,103,77),(217,44,39),(148,106,20),(201,142,67),(148,113,19),(196,145,66),(148,111,24),(196,139,61)]","[(249,103,70),(217,43,41),(252,103,77),(224,41,34),(252,103,77),(217,44,39)]","[(148,106,20),(201,142,67),(148,113,19),(196,145,66),(148,111,24),(196,139,61)]",0
unknown_4,1,A,A,0,1,1,16/6/20 8:34,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(253,108,78),(219,42,41),(254,108,72),(225,44,37),(250,110,72),(217,49,36),(141,107,21),(205,138,68),(139,107,24),(201,145,69),(147,113,21),(202,144,70)]","[(253,108,78),(219,42,41),(254,108,72),(225,44,37),(250,110,72),(217,49,36)]","[(141,107,21),(205,138,68),(139,107,24),(201,145,69),(147,113,21),(202,144,70)]",0
unknown_4,1,A,A,0,1,1,16/6/20 8:41,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(253,106,72),(219,40,43),(252,103,69),(220,43,38),(247,101,73),(225,47,42),(139,107,23),(201,144,61),(140,109,21),(196,140,67),(143,106,24),(205,136,70)]","[(253,106,72),(219,40,43),(252,103,69),(220,43,38),(247,101,73),(225,47,42)]","[(139,107,23),(201,144,61),(140,109,21),(196,140,67),(143,106,24),(205,136,70)]",0
unknown_4,0,A,E,0,1,1,16/6/20 10:20,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(247,107,69),(219,43,34),(252,107,75),(224,48,41),(254,108,69),(222,46,40),(146,104,20),(205,137,65),(142,107,23),(203,144,70),(142,110,28),(200,143,67)]","[(247,107,69),(219,43,34),(252,107,75),(224,48,41),(254,108,69),(222,46,40)]","[(146,104,20),(205,137,65),(142,107,23),(203,144,70),(142,110,28),(200,143,67)]",0
unknown_4,1,A,A,0,1,1,16/6/20 10:25,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(252,109,76),(223,40,36),(250,107,74),(219,42,41),(249,102,75),(224,45,37),(139,112,26),(198,136,63),(148,111,20),(199,138,68),(140,106,20),(201,139,63)]","[(252,109,76),(223,40,36),(250,107,74),(219,42,41),(249,102,75),(224,45,37)]","[(139,112,26),(198,136,63),(148,111,20),(199,138,68),(140,106,20),(201,139,63)]",0
unknown_4,1,A,A,0,1,1,16/6/20 10:29,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(249,101,76),(217,44,35),(248,105,78),(223,46,35),(254,109,72),(219,40,39),(148,104,23),(198,144,63),(144,113,28),(201,140,68),(145,113,28),(201,139,68)]","[(249,101,76),(217,44,35),(248,105,78),(223,46,35),(254,109,72),(219,40,39)]","[(148,104,23),(198,144,63),(144,113,28),(201,140,68),(145,113,28),(201,139,68)]",0
unknown_4,0,B,D,0,1,1,16/6/20 6:29,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(247,102,74),(226,40,34),(253,105,69),(225,40,43),(251,106,74),(219,40,42),(142,113,28),(201,143,61),(144,105,21),(202,143,70),(140,107,26),(197,136,68)]","[(247,102,74),(226,40,34),(253,105,69),(225,40,43),(251,106,74),(219,40,42)]","[(142,113,28),(201,143,61),(144,105,21),(202,143,70),(140,107,26),(197,136,68)]",0
unknown_4,1,B,B,0,1,1,16/6/20 6:37,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(253,103,75),(225,40,39),(251,102,77),(221,44,36),(246,109,77),(222,41,39),(141,112,25),(199,144,67),(144,113,20),(204,139,65),(147,105,23),(202,136,61)]","[(253,103,75),(225,40,39),(251,102,77),(221,44,36),(246,109,77),(222,41,39)]","[(141,112,25),(199,144,67),(144,113,20),(204,139,65),(147,105,23),(202,136,61)]",0
unknown_4,1,B,B,0,1,1,16/6/20 7:47,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(254,103,78),(223,45,43),(253,105,70),(222,45,34),(253,103,76),(217,43,37),(139,106,21),(203,141,65),(141,108,23),(202,139,67),(146,107,20),(203,139,70)]","[(254,103,78),(223,45,43),(253,105,70),(222,45,34),(253,103,76),(217,43,37)]","[(139,106,21),(203,141,65),(141,108,23),(202,139,67),(146,107,20),(203,139,70)]",0
unknown_4,1,B,B,0,1,1,16/6/20 8:42,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(249,107,70),(220,41,42),(250,109,77),(223,47,39),(249,105,71),(221,45,38),(148,105,21),(198,138,63),(142,106,26),(204,144,61),(143,107,28),(196,136,67)]","[(249,107,70),(220,41,42),(250,109,77),(223,47,39),(249,105,71),(221,45,38)]","[(148,105,21),(198,138,63),(142,106,26),(204,144,61),(143,107,28),(196,136,67)]",0
unknown_4,1,B,B,0,1,1,16/6/20 10:14,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(250,109,78),(224,49,40),(247,109,73),(225,42,34),(250,106,78),(218,43,40),(146,113,28),(197,141,69),(139,113,22),(199,143,61),(143,105,20),(205,141,65)]","[(250,109,78),(224,49,40),(247,109,73),(225,42,34),(250,106,78),(218,43,40)]","[(146,113,28),(197,141,69),(139,113,22),(199,143,61),(143,105,20),(205,141,65)]",0
unknown_4,0,B,4,0,1,1,16/6/20 10:15,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(248,104,72),(221,46,42),(248,101,73),(226,42,40),(252,108,75),(220,48,39),(146,110,27),(201,144,69),(148,104,25),(202,141,64),(148,113,23),(201,145,63)]","[(248,104,72),(221,46,42),(248,101,73),(226,42,40),(252,108,75),(220,48,39)]","[(146,110,27),(201,144,69),(148,104,25),(202,141,64),(148,113,23),(201,145,63)]",0
unknown_4,0,B,D,0,1,1,16/6/20 10:36,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(249,107,75),(221,40,43),(249,104,78),(218,43,39),(253,105,75),(221,47,42),(144,108,26),(201,141,63),(148,111,22),(199,137,64),(141,107,27),(200,142,69)]","[(249,107,75),(221,40,43),(249,104,78),(218,43,39),(253,105,75),(221,47,42)]","[(144,108,26),(201,141,63),(148,111,22),(199,137,64),(141,107,27),(200,142,69)]",0
unknown_4,1,C,C,0,1,1,16/6/20 6:34,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(254,104,73),(226,43,43),(253,110,72),(224,41,34),(252,106,71),(220,46,39),(144,106,21),(203,140,62),(139,110,24),(203,144,67),(145,104,28),(204,136,61)]","[(254,104,73),(226,43,43),(253,110,72),(224,41,34),(252,106,71),(220,46,39)]","[(144,106,21),(203,140,62),(139,110,24),(203,144,67),(145,104,28),(204,136,61)]",0
unknown_4,1,C,C,0,1,1,16/6/20 7:14,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(248,108,69),(225,46,35),(249,105,72),(221,44,41),(254,106,76),(226,41,40),(142,109,26),(205,142,66),(141,104,25),(198,143,68),(141,112,19),(203,145,65)]","[(248,108,69),(225,46,35),(249,105,72),(221,44,41),(254,106,76),(226,41,40)]","[(142,109,26),(205,142,66),(141,104,25),(198,143,68),(141,112,19),(203,145,65)]",0
unknown_4,1,C,C,0,1,1,16/6/20 8:37,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(247,109,74),(217,41,38),(250,104,78),(220,46,42),(250,110,77),(219,44,41),(146,112,27),(200,140,65),(140,111,26),(199,144,61),(143,107,23),(202,143,69)]","[(247,109,74),(217,41,38),(250,104,78),(220,46,42),(250,110,77),(219,44,41)]","[(146,112,27),(200,140,65),(140,111,26),(199,144,61),(143,107,23),(202,143,69)]",0
unknown_4,1,C,C,0,1,1,16/6/20 8:58,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(246,106,71),(219,40,35),(249,108,74),(224,46,34),(249,107,77),(219,47,42),(140,105,24),(201,144,61),(143,107,28),(203,136,64),(144,113,28),(200,144,68)]","[(246,106,71),(219,40,35),(249,108,74),(224,46,34),(249,107,77),(219,47,42)]","[(140,105,24),(201,144,61),(143,107,28),(203,136,64),(144,113,28),(200,144,68)]",0
unknown_4,0,C,1,0,1,1,16/6/20 10:13,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(246,107,71),(225,48,38),(250,109,70),(220,44,37),(248,110,76),(217,44,41),(141,108,24),(203,144,62),(144,110,23),(197,141,67),(140,109,20),(204,141,61)]","[(246,107,71),(225,48,38),(250,109,70),(220,44,37),(248,110,76),(217,44,41)]","[(141,108,24),(203,144,62),(144,110,23),(197,141,67),(140,109,20),(204,141,61)]",0
unknown_4,1,C,C,0,1,1,16/6/20 10:54,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(248,105,77),(225,44,41),(254,110,77),(226,43,36),(248,106,72),(219,46,41),(139,108,23),(196,142,63),(142,108,25),(203,140,68),(147,113,26),(199,144,61)]","[(248,105,77),(225,44,41),(254,110,77),(226,43,36),(248,106,72),(219,46,41)]","[(139,108,23),(196,142,63),(142,108,25),(203,140,68),(147,113,26),(199,144,61)]",0
unknown_4,1,D,D,0,1,1,16/6/20 8:57,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(246,105,69),(225,47,41),(253,107,69),(219,40,37),(249,108,78),(219,48,41),(145,106,19),(196,140,62),(145,109,22),(204,144,62),(144,112,19),(199,144,61)]","[(246,105,69),(225,47,41),(253,107,69),(219,40,37),(249,108,78),(219,48,41)]","[(145,106,19),(196,140,62),(145,109,22),(204,144,62),(144,112,19),(199,144,61)]",0
unknown_4,1,D,D,0,1,1,16/6/20 10:25,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(247,110,78),(223,46,43),(246,107,73),(221,42,39),(254,108,74),(225,42,39),(142,113,25),(197,140,68),(140,105,24),(202,143,65),(145,106,26),(203,137,67)]","[(247,110,78),(223,46,43),(246,107,73),(221,42,39),(254,108,74),(225,42,39)]","[(142,113,25),(197,140,68),(140,105,24),(202,143,65),(145,106,26),(203,137,67)]",0
unknown_4,0,D,5,0,1,1,16/6/20 10:59,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(251,103,71),(222,45,40),(247,108,70),(226,41,34),(250,102,78),(225,40,40),(147,106,28),(197,141,69),(143,109,27),(201,142,69),(139,105,25),(197,137,62)]","[(251,103,71),(222,45,40),(247,108,70),(226,41,34),(250,102,78),(225,40,40)]","[(147,106,28),(197,141,69),(143,109,27),(201,142,69),(139,105,25),(197,137,62)]",0
unknown_4,0,D,3,0,1,1,16/6/20 11:01,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(254,102,72),(218,44,42),(247,103,69),(220,43,36),(249,102,75),(223,48,35),(144,111,28),(202,145,63),(143,113,23),(201,136,67),(144,112,22),(201,136,62)]","[(254,102,72),(218,44,42),(247,103,69),(220,43,36),(249,102,75),(223,48,35)]","[(144,111,28),(202,145,63),(143,113,23),(201,136,67),(144,112,22),(201,136,62)]",0
unknown_4,1,D,D,0,1,1,16/6/20 11:16,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(253,106,72),(222,45,34),(246,105,71),(221,46,43),(254,103,75),(222,45,35),(140,106,22),(201,138,70),(145,109,24),(198,138,61),(148,104,27),(199,137,64)]","[(253,106,72),(222,45,34),(246,105,71),(221,46,43),(254,103,75),(222,45,35)]","[(140,106,22),(201,138,70),(145,109,24),(198,138,61),(148,104,27),(199,137,64)]",0
unknown_4,0,E,N,0,1,1,16/6/20 6:36,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(250,110,73),(218,46,41),(248,101,75),(223,43,35),(247,105,69),(224,42,38),(147,108,25),(198,136,62),(139,109,19),(197,141,66),(147,105,24),(204,139,68)]","[(250,110,73),(218,46,41),(248,101,75),(223,43,35),(247,105,69),(224,42,38)]","[(147,108,25),(198,136,62),(139,109,19),(197,141,66),(147,105,24),(204,139,68)]",0
unknown_4,0,E,D,0,1,1,16/6/20 7:34,5,camo2,"[#fb6a4a,#de2d27,#fb6a4a,#de2d27,#fb6a4a,#de2d27,#906d18,#c98d42,#906d18,#c98d42,#906d18,#c98d42]","[(250,103,71),(223,41,42),(252,106,75),(226,46,35),(253,109,76),(224,45,43),(141,107,28),(196,144,66),(147,110,25),(203,139,66),(141,105,26),(198,138,67)]","[(250,103,71),(223,41,42),(252,106,75),(226,46,35),(253,109,76),(224,45,43)]","[(141,107,28),(196,144,66),(147,110,25),(203,139,66),(141,105,26),(198,138,67)]",0
