user,correct,recorded_result,mask_image,cb_type1,cb_type2,ncb,datetime,random_spread,pallet_used,pallet_values,ishihara_list,COLORS_ON,COLORS_OFF,cluster_classification
unknown_1,1,5,5,0,0,1,16/6/20 11:22,10,bear,"[#e26f39,#f6c458,#e09c3e,#e69e40,#ed7b3d,#f5be67,#469224,#604929,#a09f33,#dfd548,#89bcb2,#dccb47]","[(220,105,53),(239,192,86),(227,162,61),(222,153,60),(235,113,53),(240,191,102),(71,138,38),(92,73,38),(153,165,49),(221,221,70),(144,190,182),(224,196,63)]","[(220,105,53),(239,192,86),(227,162,61),(222,153,60),(235,113,53),(240,191,102)]","[(71,138,38),(92,73,38),(153,165,49),(221,221,70),(144,190,182),(224,196,63)]",0
unknown_1,1,C,C,0,0,1,16/6/20 11:20,10,bear,"[#e26f39,#f6c458,#e09c3e,#e69e40,#ed7b3d,#f5be67,#469224,#604929,#a09f33,#dfd548,#89bcb2,#dccb47]","[(232,116,65),(247,198,95),(221,152,56),(220,166,64),(228,117,67),(249,199,101),(65,149,38),(99,72,41),(168,165,50),(223,211,67),(140,196,168),(212,194,68)]","[(232,116,65),(247,198,95),(221,152,56),(220,166,64),(228,117,67),(249,199,101)]","[(65,149,38),(99,72,41),(168,165,50),(223,211,67),(140,196,168),(212,194,68)]",0
unknown_1,1,D,D,0,0,1,16/6/20 11:30,10,bear,"[#e26f39,#f6c458,#e09c3e,#e69e40,#ed7b3d,#f5be67,#469224,#604929,#a09f33,#dfd548,#89bcb2,#dccb47]","[(226,114,54),(253,186,87),(233,148,70),(236,165,69),(237,129,60),(244,185,105),(75,142,40),(96,64,34),(162,152,41),(224,219,65),(146,196,173),(210,198,72)]","[(226,114,54),(253,186,87),(233,148,70),(236,165,69),(237,129,60),(244,185,105)]","[(75,142,40),(96,64,34),(162,152,41),(224,219,65),(146,196,173),(210,198,72)]",0
unknown_1,1,N,N,0,0,1,16/6/20 11:21,10,bear,"[#e26f39,#f6c458,#e09c3e,#e69e40,#ed7b3d,#f5be67,#469224,#604929,#a09f33,#dfd548,#89bcb2,#dccb47]","[(231,116,53),(253,203,81),(215,149,67),(224,156,61),(241,126,52),(252,185,100),(70,149,26),(96,73,48),(163,158,57),(219,214,66),(144,182,183),(219,200,78)]","[(231,116,53),(253,203,81),(215,149,67),(224,156,61),(241,126,52),(252,185,100)]","[(70,149,26),(96,73,48),(163,158,57),(219,214,66),(144,182,183),(219,200,78)]",0
unknown_1,0,N,E,0,0,1,16/6/20 11:22,10,bear,"[#e26f39,#f6c458,#e09c3e,#e69e40,#ed7b3d,#f5be67,#469224,#604929,#a09f33,#dfd548,#89bcb2,#dccb47]","[(223,102,47),(244,188,85),(217,147,55),(222,165,73),(243,126,54),(240,185,101),(63,147,29),(103,82,46),(155,153,53),(214,215,63),(146,184,173),(212,201,72)]","[(223,102,47),(244,188,85),(217,147,55),(222,165,73),(243,126,54),(240,185,101)]","[(63,147,29),(103,82,46),(155,153,53),(214,215,63),(146,184,173),(212,201,72)]",0
male_ncb_2,1,2,2,0,0,1,pre_timestamp,25,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(244, 130, 52), (250, 188, 96), (201, 135, 61), (239, 167, 63), (216, 109, 80), (231, 178, 103), (73, 168, 50), (75, 79, 60), (137, 182, 27), (237, 200, 76), (147, 190, 186), (228, 204, 52)]","[(244, 130, 52), (250, 188, 96), (201, 135, 61), (239, 167, 63), (216, 109, 80), (231, 178, 103)]","[(73, 168, 50), (75, 79, 60), (137, 182, 27), (237, 200, 76), (147, 190, 186), (228, 204, 52)]",0
male_ncb_2,1,3,3,0,0,1,pre_timestamp,25,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(213, 88, 48), (226, 180, 98), (235, 169, 44), (252, 140, 80), (237, 142, 68), (238, 191, 81), (48, 170, 47), (99, 61, 52), (160, 163, 68), (240, 196, 81), (159, 188, 200), (204, 199, 81)]","[(213, 88, 48), (226, 180, 98), (235, 169, 44), (252, 140, 80), (237, 142, 68), (238, 191, 81)]","[(48, 170, 47), (99, 61, 52), (160, 163, 68), (240, 196, 81), (159, 188, 200), (204, 199, 81)]",0
male_ncb_2,1,3,3,0,0,1,pre_timestamp,25,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(232, 130, 52), (240, 179, 100), (225, 176, 68), (237, 140, 53), (227, 136, 42), (221, 192, 112), (74, 131, 36), (95, 74, 16), (174, 180, 62), (213, 229, 86), (125, 211, 200), (206, 178, 71)]","[(232, 130, 52), (240, 179, 100), (225, 176, 68), (237, 140, 53), (227, 136, 42), (221, 192, 112)]","[(74, 131, 36), (95, 74, 16), (174, 180, 62), (213, 229, 86), (125, 211, 200), (206, 178, 71)]",0
male_ncb_2,1,3,3,0,0,1,pre_timestamp,25,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(240, 113, 77), (248, 178, 63), (220, 152, 68), (232, 181, 66), (223, 101, 50), (223, 200, 94), (55, 143, 40), (105, 93, 21), (135, 163, 29), (221, 209, 65), (137, 167, 194), (227, 179, 62)]","[(240, 113, 77), (248, 178, 63), (220, 152, 68), (232, 181, 66), (223, 101, 50), (223, 200, 94)]","[(55, 143, 40), (105, 93, 21), (135, 163, 29), (221, 209, 65), (137, 167, 194), (227, 179, 62)]",0
male_ncb_2,1,A,A,0,0,1,pre_timestamp,25,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(239, 108, 59), (236, 173, 74), (199, 165, 52), (244, 167, 66), (237, 147, 42), (245, 185, 85), (75, 122, 18), (74, 82, 52), (147, 146, 37), (218, 211, 61), (136, 212, 191), (209, 191, 89)]","[(239, 108, 59), (236, 173, 74), (199, 165, 52), (244, 167, 66), (237, 147, 42), (245, 185, 85)]","[(75, 122, 18), (74, 82, 52), (147, 146, 37), (218, 211, 61), (136, 212, 191), (209, 191, 89)]",0
male_ncb_2,1,A,A,0,0,1,pre_timestamp,25,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(250, 134, 72), (250, 174, 89), (247, 166, 58), (234, 165, 47), (234, 144, 83), (245, 214, 112), (66, 140, 15), (87, 87, 52), (165, 155, 73), (245, 224, 91), (133, 198, 189), (225, 211, 71)]","[(250, 134, 72), (250, 174, 89), (247, 166, 58), (234, 165, 47), (234, 144, 83), (245, 214, 112)]","[(66, 140, 15), (87, 87, 52), (165, 155, 73), (245, 224, 91), (133, 198, 189), (225, 211, 71)]",0
colourblind_type1_3,1,1,1,0,0,1,pre_timestamp,15,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(220, 108, 48),(245, 183, 96),(225, 159, 73),(242, 146, 77),(229, 111, 48),(238, 202, 103),(82, 139, 32),(96, 82, 53),(155, 160, 53),(235, 219, 84),(137, 190, 180),(212, 210, 80)]","[(220, 108, 48),(245, 183, 96),(225, 159, 73),(242, 146, 77),(229, 111, 48),(238, 202, 103)]","[(82, 139, 32),(96, 82, 53),(155, 160, 53),(235, 219, 84),(137, 190, 180),(212, 210, 80)]",1
colourblind_type1_3,0,2,3,0,0,1,pre_timestamp,25,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(232, 130, 52), (240, 179, 100), (225, 176, 68), (237, 140, 53), (227, 136, 42), (221, 192, 112), (74, 131, 36), (95, 74, 16), (174, 180, 62), (213, 229, 86), (125, 211, 200), (206, 178, 71)]","[(232, 130, 52), (240, 179, 100), (225, 176, 68), (237, 140, 53), (227, 136, 42), (221, 192, 112)]","[(74, 131, 36), (95, 74, 16), (174, 180, 62), (213, 229, 86), (125, 211, 200), (206, 178, 71)]",1
colourblind_type1_3,1,2,2,0,0,1,pre_timestamp,25,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(244, 130, 52), (250, 188, 96), (201, 135, 61), (239, 167, 63), (216, 109, 80), (231, 178, 103), (73, 168, 50), (75, 79, 60), (137, 182, 27), (237, 200, 76), (147, 190, 186), (228, 204, 52)]","[(244, 130, 52), (250, 188, 96), (201, 135, 61), (239, 167, 63), (216, 109, 80), (231, 178, 103)]","[(73, 168, 50), (75, 79, 60), (137, 182, 27), (237, 200, 76), (147, 190, 186), (228, 204, 52)]",1
colourblind_type1_3,1,3,3,0,0,1,pre_timestamp,15,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(213, 123, 42),(250, 189, 97),(212, 169, 59),(233, 168, 54),(241, 120, 54),(231, 178, 107),(81, 150, 24),(89, 71, 33),(162, 160, 51),(233, 215, 62),(144, 177, 189),(205, 217, 76)]","[(213, 123, 42),(250, 189, 97),(212, 169, 59),(233, 168, 54),(241, 120, 54),(231, 178, 107)]","[(81, 150, 24),(89, 71, 33),(162, 160, 51),(233, 215, 62),(144, 177, 189),(205, 217, 76)]",1
colourblind_type1_3,1,A,A,0,0,1,pre_timestamp,25,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(239, 108, 59), (236, 173, 74), (199, 165, 52), (244, 167, 66), (237, 147, 42), (245, 185, 85), (75, 122, 18), (74, 82, 52), (147, 146, 37), (218, 211, 61), (136, 212, 191), (209, 191, 89)]","[(239, 108, 59), (236, 173, 74), (199, 165, 52), (244, 167, 66), (237, 147, 42), (245, 185, 85)]","[(75, 122, 18), (74, 82, 52), (147, 146, 37), (218, 211, 61), (136, 212, 191), (209, 191, 89)]",1
colourblind_type1_3,0,C,5,0,0,1,pre_timestamp,15,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(212, 101, 53),(236, 186, 101),(224, 151, 53),(231, 143, 78),(241, 108, 49),(245, 197, 114),(57, 143, 31),(102, 70, 40),(154, 152, 60),(222, 198, 63),(150, 183, 188),(212, 199, 75)]","[(212, 101, 53),(236, 186, 101),(224, 151, 53),(231, 143, 78),(241, 108, 49),(245, 197, 114)]","[(57, 143, 31),(102, 70, 40),(154, 152, 60),(222, 198, 63),(150, 183, 188),(212, 199, 75)]",1
colourblind_type1_3,1,N,N,0,0,1,pre_timestamp,15,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(215, 118, 57),(235, 194, 78),(238, 144, 74),(228, 158, 57),(232, 132, 61),(234, 185, 106),(69, 158, 31),(103, 62, 42),(151, 165, 57),(222, 226, 57),(135, 187, 167),(232, 193, 76)]","[(215, 118, 57),(235, 194, 78),(238, 144, 74),(228, 158, 57),(232, 132, 61),(234, 185, 106)]","[(69, 158, 31),(103, 62, 42),(151, 165, 57),(222, 226, 57),(135, 187, 167),(232, 193, 76)]",1
colourblind_type1_3,0,N,3,0,0,1,pre_timestamp,25,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(213, 88, 48), (226, 180, 98), (235, 169, 44), (252, 140, 80), (237, 142, 68), (238, 191, 81), (48, 170, 47), (99, 61, 52), (160, 163, 68), (240, 196, 81), (159, 188, 200), (204, 199, 81)]","[(213, 88, 48), (226, 180, 98), (235, 169, 44), (252, 140, 80), (237, 142, 68), (238, 191, 81)]","[(48, 170, 47), (99, 61, 52), (160, 163, 68), (240, 196, 81), (159, 188, 200), (204, 199, 81)]",1
colourblind_type1_3,1,N,N,0,0,1,pre_timestamp,5,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(223, 106, 54), (249, 191, 90), (223, 155, 60), (227, 154, 66), (240, 122, 58), (240, 186, 103), (72, 146, 36), (93, 71, 42), (162, 154, 46), (218, 215, 67), (140, 186, 177), (223, 205, 73)]","[(223, 106, 54), (249, 191, 90), (223, 155, 60), (227, 154, 66), (240, 122, 58), (240, 186, 103)]","[(72, 146, 36), (93, 71, 42), (162, 154, 46), (218, 215, 67), (140, 186, 177), (223, 205, 73)]",1
colourblind_type1_3,0,U,4,0,0,1,pre_timestamp,15,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(211, 104, 65),(254, 202, 77),(235, 158, 69),(244, 164, 49),(251, 118, 55),(237, 194, 105),(59, 144, 22),(105, 75, 48),(149, 163, 40),(230, 226, 65),(140, 182, 164),(212, 201, 70)]","[(211, 104, 65),(254, 202, 77),(235, 158, 69),(244, 164, 49),(251, 118, 55),(237, 194, 105)]","[(59, 144, 22),(105, 75, 48),(149, 163, 40),(230, 226, 65),(140, 182, 164),(212, 201, 70)]",1
colourblind_type1_3,0,U,D,0,0,1,pre_timestamp,15,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(213, 115, 62),(240, 201, 86),(236, 169, 57),(242, 143, 75),(242, 121, 50),(247, 177, 106),(81, 138, 28),(83, 85, 32),(161, 145, 36),(225, 199, 58),(124, 188, 173),(234, 216, 65)]","[(213, 115, 62),(240, 201, 86),(236, 169, 57),(242, 143, 75),(242, 121, 50),(247, 177, 106)]","[(81, 138, 28),(83, 85, 32),(161, 145, 36),(225, 199, 58),(124, 188, 173),(234, 216, 65)]",1
colourblind_type1_3,0,U,A,0,0,1,pre_timestamp,15,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(215, 102, 63),(242, 201, 94),(218, 156, 69),(239, 170, 65),(251, 126, 52),(234, 177, 109),(82, 155, 46),(101, 62, 54),(166, 159, 64),(220, 216, 84),(142, 189, 172),(226, 214, 85)]","[(215, 102, 63),(242, 201, 94),(218, 156, 69),(239, 170, 65),(251, 126, 52),(234, 177, 109)]","[(82, 155, 46),(101, 62, 54),(166, 159, 64),(220, 216, 84),(142, 189, 172),(226, 214, 85)]",1
colourblind_type1_3,0,U,N,0,0,1,pre_timestamp,15,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(219, 118, 47),(241, 202, 96),(229, 168, 62),(238, 168, 74),(243, 124, 59),(238, 190, 90),(63, 147, 42),(102, 81, 34),(145, 144, 38),(230, 210, 67),(139, 193, 182),(230, 201, 66)]","[(219, 118, 47),(241, 202, 96),(229, 168, 62),(238, 168, 74),(243, 124, 59),(238, 190, 90)]","[(63, 147, 42),(102, 81, 34),(145, 144, 38),(230, 210, 67),(139, 193, 182),(230, 201, 66)]",1
colourblind_type1_3,0,U,D,0,0,1,pre_timestamp,15,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(218, 124, 45),(243, 200, 99),(210, 161, 65),(226, 163, 60),(243, 129, 63),(250, 200, 97),(68, 138, 50),(98, 73, 51),(162, 147, 46),(226, 222, 70),(143, 174, 192),(214, 189, 64)]","[(218, 124, 45),(243, 200, 99),(210, 161, 65),(226, 163, 60),(243, 129, 63),(250, 200, 97)]","[(68, 138, 50),(98, 73, 51),(162, 147, 46),(226, 222, 70),(143, 174, 192),(214, 189, 64)]",1
colourblind_type1_3,0,U,N,0,0,1,pre_timestamp,15,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(219, 107, 44),(248, 190, 102),(217, 147, 56),(226, 148, 70),(248, 130, 52),(244, 186, 93),(63, 160, 44),(82, 86, 52),(160, 170, 55),(220, 199, 73),(124, 192, 191),(218, 215, 83)]","[(219, 107, 44),(248, 190, 102),(217, 147, 56),(226, 148, 70),(248, 130, 52),(244, 186, 93)]","[(63, 160, 44),(82, 86, 52),(160, 170, 55),(220, 199, 73),(124, 192, 191),(218, 215, 83)]",1
colourblind_type1_3,0,U,2,0,0,1,pre_timestamp,15,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(230, 97, 47),(231, 195, 77),(230, 157, 62),(224, 148, 74),(231, 113, 60),(231, 178, 112),(62, 138, 44),(97, 59, 55),(168, 155, 49),(235, 225, 59),(126, 182, 184),(219, 217, 61)]","[(230, 97, 47),(231, 195, 77),(230, 157, 62),(224, 148, 74),(231, 113, 60),(231, 178, 112)]","[(62, 138, 44),(97, 59, 55),(168, 155, 49),(235, 225, 59),(126, 182, 184),(219, 217, 61)]",1
colourblind_type1_3,0,U,5,0,0,1,pre_timestamp,15,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(232, 96, 42),(235, 191, 100),(236, 163, 54),(222, 170, 49),(232, 111, 55),(234, 187, 105),(73, 142, 50),(100, 70, 50),(151, 152, 51),(212, 198, 86),(133, 197, 172),(230, 213, 72)]","[(232, 96, 42),(235, 191, 100),(236, 163, 54),(222, 170, 49),(232, 111, 55),(234, 187, 105)]","[(73, 142, 50),(100, 70, 50),(151, 152, 51),(212, 198, 86),(133, 197, 172),(230, 213, 72)]",1
colourblind_type1_3,0,U,4,0,0,1,pre_timestamp,15,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(228, 107, 49),(249, 210, 92),(216, 143, 47),(220, 158, 58),(240, 130, 47),(233, 179, 95),(57, 146, 30),(103, 84, 31),(162, 149, 41),(231, 210, 67),(133, 175, 185),(206, 199, 64)]","[(228, 107, 49),(249, 210, 92),(216, 143, 47),(220, 158, 58),(240, 130, 47),(233, 179, 95)]","[(57, 146, 30),(103, 84, 31),(162, 149, 41),(231, 210, 67),(133, 175, 185),(206, 199, 64)]",1
colourblind_type1_3,0,U,A,0,0,1,pre_timestamp,15,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(211, 122, 47),(232, 195, 94),(233, 167, 54),(218, 159, 51),(237, 117, 60),(233, 180, 98),(68, 143, 31),(106, 61, 28),(166, 160, 61),(223, 213, 73),(146, 188, 182),(212, 209, 68)]","[(211, 122, 47),(232, 195, 94),(233, 167, 54),(218, 159, 51),(237, 117, 60),(233, 180, 98)]","[(68, 143, 31),(106, 61, 28),(166, 160, 61),(223, 213, 73),(146, 188, 182),(212, 209, 68)]",1
colourblind_type1_3,0,U,3,0,0,1,pre_timestamp,25,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(240, 113, 77), (248, 178, 63), (220, 152, 68), (232, 181, 66), (223, 101, 50), (223, 200, 94), (55, 143, 40), (105, 93, 21), (135, 163, 29), (221, 209, 65), (137, 167, 194), (227, 179, 62)]","[(240, 113, 77), (248, 178, 63), (220, 152, 68), (232, 181, 66), (223, 101, 50), (223, 200, 94)]","[(55, 143, 40), (105, 93, 21), (135, 163, 29), (221, 209, 65), (137, 167, 194), (227, 179, 62)]",1
colourblind_type1_3,0,U,A,0,0,1,pre_timestamp,25,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(250, 134, 72), (250, 174, 89), (247, 166, 58), (234, 165, 47), (234, 144, 83), (245, 214, 112), (66, 140, 15), (87, 87, 52), (165, 155, 73), (245, 224, 91), (133, 198, 189), (225, 211, 71)]","[(250, 134, 72), (250, 174, 89), (247, 166, 58), (234, 165, 47), (234, 144, 83), (245, 214, 112)]","[(66, 140, 15), (87, 87, 52), (165, 155, 73), (245, 224, 91), (133, 198, 189), (225, 211, 71)]",1
colourblind_type1_3,0,U,A,0,0,1,pre_timestamp,5,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(225, 110, 58), (248, 191, 84), (226, 160, 62), (227, 161, 67), (239, 124, 57), (243, 189, 107), (72, 149, 32), (97, 72, 38), (159, 157, 49), (225, 217, 73), (141, 184, 178), (216, 201, 66)]","[(225, 110, 58), (248, 191, 84), (226, 160, 62), (227, 161, 67), (239, 124, 57), (243, 189, 107)]","[(72, 149, 32), (97, 72, 38), (159, 157, 49), (225, 217, 73), (141, 184, 178), (216, 201, 66)]",1
colourblind_type1_3,0,U,5,0,0,1,pre_timestamp,5,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(222, 108, 58), (247, 196, 85), (223, 153, 58), (231, 158, 63), (239, 118, 60), (243, 190, 100), (69, 146, 32), (95, 73, 43), (164, 163, 53), (224, 217, 73), (137, 189, 182), (221, 206, 70)]","[(222, 108, 58), (247, 196, 85), (223, 153, 58), (231, 158, 63), (239, 118, 60), (243, 190, 100)]","[(69, 146, 32), (95, 73, 43), (164, 163, 53), (224, 217, 73), (137, 189, 182), (221, 206, 70)]",1
colourblind_type1_3,0,U,C,0,0,1,pre_timestamp,5,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(223, 106, 52), (247, 194, 91), (224, 152, 62), (226, 162, 60), (239, 126, 63), (247, 186, 105), (69, 145, 31), (97, 72, 37), (164, 158, 46), (218, 209, 75), (140, 189, 174), (219, 207, 72)]","[(223, 106, 52), (247, 194, 91), (224, 152, 62), (226, 162, 60), (239, 126, 63), (247, 186, 105)]","[(69, 145, 31), (97, 72, 37), (164, 158, 46), (218, 209, 75), (140, 189, 174), (219, 207, 72)]",1
colourblind_type1_3,0,U,E,0,0,1,pre_timestamp,5,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(222, 106, 54), (245, 199, 92), (222, 156, 58), (234, 159, 63), (234, 121, 59), (243, 190, 106), (72, 141, 40), (100, 72, 44), (164, 159, 49), (227, 210, 75), (132, 184, 175), (223, 204, 69)]","[(222, 106, 54), (245, 199, 92), (222, 156, 58), (234, 159, 63), (234, 121, 59), (243, 190, 106)]","[(72, 141, 40), (100, 72, 44), (164, 159, 49), (227, 210, 75), (132, 184, 175), (223, 204, 69)]",1
colourblind_type1_3,0,U,E,0,0,1,pre_timestamp,5,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(226, 112, 60), (244, 198, 85), (226, 155, 64), (228, 160, 66), (235, 120, 57), (248, 192, 106), (72, 143, 33), (93, 70, 43), (164, 163, 50), (221, 217, 71), (133, 191, 176), (215, 199, 74)]","[(226, 112, 60), (244, 198, 85), (226, 155, 64), (228, 160, 66), (235, 120, 57), (248, 192, 106)]","[(72, 143, 33), (93, 70, 43), (164, 163, 50), (221, 217, 71), (133, 191, 176), (215, 199, 74)]",1
colourblind_type1_3,0,U,4,0,0,1,pre_timestamp,5,bear,"[#e26f39, #f6c458, #e09c3e, #e69e40, #ed7b3d, #f5be67, #469224, #604929, #a09f33, #dfd548, #89bcb1, #dccb47]","[(225, 112, 57), (246, 198, 86), (221, 155, 62), (230, 155, 61), (235, 124, 62), (242, 194, 99), (70, 147, 31), (99, 76, 42), (155, 160, 49), (225, 216, 76), (136, 186, 175), (224, 202, 66)]","[(225, 112, 57), (246, 198, 86), (221, 155, 62), (230, 155, 61), (235, 124, 62), (242, 194, 99)]","[(70, 147, 31), (99, 76, 42), (155, 160, 49), (225, 216, 76), (136, 186, 175), (224, 202, 66)]",1
unknown_4,0,1,3,0,0,1,16/6/20 7:51,5,bear,"[#e26f39,#f6c458,#e09c3e,#e69e40,#ed7b3d,#f5be67,#469224,#604929,#a09f33,#dfd548,#89bcb2,#dccb47]","[(225,106,60),(244,200,92),(228,159,63),(234,162,68),(232,125,57),(240,186,98),(65,144,36),(96,75,38),(159,156,53),(223,217,72),(132,190,180),(216,199,66)]","[(225,106,60),(244,200,92),(228,159,63),(234,162,68),(232,125,57),(240,186,98)]","[(65,144,36),(96,75,38),(159,156,53),(223,217,72),(132,190,180),(216,199,66)]",0
unknown_4,1,1,1,0,0,1,16/6/20 8:37,5,bear,"[#e26f39,#f6c458,#e09c3e,#e69e40,#ed7b3d,#f5be67,#469224,#604929,#a09f33,#dfd548,#89bcb2,#dccb47]","[(228,113,53),(242,192,92),(224,154,58),(226,156,65),(239,123,65),(241,191,99),(68,146,31),(96,74,41),(164,162,52),(220,210,75),(140,192,182),(220,202,72)]","[(228,113,53),(242,192,92),(224,154,58),(226,156,65),(239,123,65),(241,191,99)]","[(68,146,31),(96,74,41),(164,162,52),(220,210,75),(140,192,182),(220,202,72)]",0
unknown_4,0,1,N,0,0,1,16/6/20 8:45,5,bear,"[#e26f39,#f6c458,#e09c3e,#e69e40,#ed7b3d,#f5be67,#469224,#604929,#a09f33,#dfd548,#89bcb2,#dccb47]","[(226,109,53),(250,197,90),(223,159,63),(233,156,63),(241,123,59),(246,194,103),(66,144,36),(98,71,37),(162,157,47),(219,215,73),(138,191,175),(215,203,71)]","[(226,109,53),(250,197,90),(223,159,63),(233,156,63),(241,123,59),(246,194,103)]","[(66,144,36),(98,71,37),(162,157,47),(219,215,73),(138,191,175),(215,203,71)]",0
unknown_4,0,1,3,0,0,1,16/6/20 9:16,5,bear,"[#e26f39,#f6c458,#e09c3e,#e69e40,#ed7b3d,#f5be67,#469224,#604929,#a09f33,#dfd548,#89bcb2,#dccb47]","[(230,111,59),(246,195,84),(220,160,60),(228,155,66),(237,124,59),(241,187,99),(69,150,32),(92,74,36),(164,160,55),(219,212,67),(141,189,176),(221,200,73)]","[(230,111,59),(246,195,84),(220,160,60),(228,155,66),(237,124,59),(241,187,99)]","[(69,150,32),(92,74,36),(164,160,55),(219,212,67),(141,189,176),(221,200,73)]",0
