user,counter,correct,recorded_result,mask_image,cb_type1,cb_type2,ncb,datetime,random_spread,pallet_used,pallet_values,ishihara_list,COLORS_ON,COLORS_OFF
5DfQxeyeWnI,7,1,5,5,0,0,2020-07-09 09:22:56.374519,10,Plates_36-37,"['#fb6460', '#fb8a76', '#ef5e47', '#fa8757', '#fd7340', '#f96a52', '#716e29', '#4d493c', '#ab9b4e', '#706c44', '#455941', '#405030']","[(251, 100, 91), (252, 145, 109), (238, 95, 68), (243, 140, 93), (253, 111, 60), (252, 107, 73), (114, 110, 41), (85, 64, 51), (166, 154, 74), (118, 115, 76), (77, 92, 63), (71, 73, 53)]","[(251, 100, 91), (252, 145, 109), (238, 95, 68), (243, 140, 93), (253, 111, 60), (252, 107, 73)]","[(114, 110, 41), (85, 64, 51), (166, 154, 74), (118, 115, 76), (77, 92, 63), (71, 73, 53)]"
5DfQxeyeWnI,8,0,U,A,0,0,2020-07-09 09:23:06.632224,10,bluey,"['#3282be', '#08529c', '#3282be', '#08529c', '#3282be', '#08529c', '#72229f', '#9a5bbf', '#72229f', '#9a5bbf', '#72229f', '#9a5bbf']","[(46, 122, 195), (15, 81, 163), (53, 128, 185), (3, 84, 155), (41, 136, 182), (9, 83, 152), (105, 25, 151), (150, 92, 197), (105, 35, 165), (153, 89, 183), (111, 27, 155), (154, 91, 193)]","[(46, 122, 195), (15, 81, 163), (53, 128, 185), (3, 84, 155), (41, 136, 182), (9, 83, 152)]","[(105, 25, 151), (150, 92, 197), (105, 35, 165), (153, 89, 183), (111, 27, 155), (154, 91, 193)]"
5DfQxeyeWnI,9,1,2,2,0,1,2020-07-09 09:23:19.928910,10,Plates_22-27P,"['#fe5b55', '#f95c50', '#9d4053', '#f55d52', '#9d4054', '#fe5b51', '#7d6b5f', '#23262d', '#4e4245', '#7e6c5c', '#827059', '#4e4240']","[(249, 98, 81), (243, 89, 82), (163, 63, 91), (236, 99, 76), (161, 72, 82), (246, 84, 78), (120, 101, 87), (41, 41, 38), (74, 69, 61), (122, 98, 101), (134, 104, 94), (70, 62, 56)]","[(249, 98, 81), (243, 89, 82), (163, 63, 91), (236, 99, 76), (161, 72, 82), (246, 84, 78)]","[(120, 101, 87), (41, 41, 38), (74, 69, 61), (122, 98, 101), (134, 104, 94), (70, 62, 56)]"
5DfQxeyeWnI,10,1,1,1,0,0,2020-07-09 09:23:32.593364,10,Plates_10-13,"['#bc5325', '#f5a957', '#e87941', '#ff793b', '#c74e25', '#f9703b', '#f4d66f', '#bcb778', '#796b3b', '#b39e47', '#5c7579', '#5c7578']","[(188, 78, 37), (251, 173, 84), (231, 130, 59), (247, 121, 65), (204, 82, 28), (247, 109, 53), (249, 211, 103), (191, 176, 127), (122, 111, 62), (188, 158, 64), (96, 122, 122), (88, 117, 117)]","[(188, 78, 37), (251, 173, 84), (231, 130, 59), (247, 121, 65), (204, 82, 28), (247, 109, 53)]","[(249, 211, 103), (191, 176, 127), (122, 111, 62), (188, 158, 64), (96, 122, 122), (88, 117, 117)]"
5DfQxeyeWnI,11,0,U,N,0,0,2020-07-09 09:23:48.489135,10,inverse_ring,"['#3a4c78', '#b27180', '#95507b', '#515267', '#314070', '#bd4f75', '#cb607f', '#B47E94', '#da567e', '#b55d7a', '#666177', '#54516f']","[(57, 80, 122), (175, 117, 134), (143, 79, 125), (71, 90, 93), (53, 55, 105), (189, 77, 113), (205, 96, 133), (175, 126, 148), (222, 95, 117), (180, 89, 118), (101, 91, 119), (91, 85, 115)]","[(57, 80, 122), (175, 117, 134), (143, 79, 125), (71, 90, 93), (53, 55, 105), (189, 77, 113)]","[(205, 96, 133), (175, 126, 148), (222, 95, 117), (180, 89, 118), (101, 91, 119), (91, 85, 115)]"
5DfQxeyeWnI,12,1,B,B,1,0,2020-07-09 09:24:06.808134,10,greys,"['#f2bbce', '#a43b67', '#ce7997', '#f2bbce', '#a43b67', '#ce7997', '#969696', '#dddddd', '#636363', '#969696', '#cccccc', '#636363']","[(232, 181, 199), (173, 50, 98), (213, 112, 148), (245, 181, 206), (161, 59, 105), (210, 123, 142), (140, 147, 155), (217, 220, 218), (106, 91, 93), (148, 157, 141), (209, 201, 205), (107, 102, 101)]","[(232, 181, 199), (173, 50, 98), (213, 112, 148), (245, 181, 206), (161, 59, 105), (210, 123, 142)]","[(140, 147, 155), (217, 220, 218), (106, 91, 93), (148, 157, 141), (209, 201, 205), (107, 102, 101)]"
5DfQxeyeWnI,13,0,5,3,0,0,2020-07-09 09:26:48.569699,10,inverse_ring,"['#3a4c78', '#b27180', '#95507b', '#515267', '#314070', '#bd4f75', '#cb607f', '#B47E94', '#da567e', '#b55d7a', '#666177', '#54516f']","[(51, 72, 119), (180, 109, 133), (155, 74, 124), (87, 82, 101), (39, 69, 107), (192, 78, 117), (205, 104, 134), (175, 134, 142), (215, 82, 118), (180, 93, 129), (101, 96, 122), (92, 73, 111)]","[(51, 72, 119), (180, 109, 133), (155, 74, 124), (87, 82, 101), (39, 69, 107), (192, 78, 117)]","[(205, 104, 134), (175, 134, 142), (215, 82, 118), (180, 93, 129), (101, 96, 122), (92, 73, 111)]"
5DfQxeyeWnI,14,0,U,C,0,0,2020-07-09 09:26:54.934324,10,Plates_34-35,"['#a6ad62', '#576f54', '#999d62', '#69653e', '#bfaf5f', '#a38f4f', '#fac243', '#d95415', '#ff814f', '#fdb654', '#b44747', '#bd7270']","[(170, 182, 93), (91, 107, 87), (149, 151, 93), (98, 101, 58), (200, 181, 89), (166, 134, 79), (245, 185, 71), (217, 85, 17), (252, 127, 83), (246, 180, 77), (184, 78, 80), (189, 118, 110)]","[(170, 182, 93), (91, 107, 87), (149, 151, 93), (98, 101, 58), (200, 181, 89), (166, 134, 79)]","[(245, 185, 71), (217, 85, 17), (252, 127, 83), (246, 180, 77), (184, 78, 80), (189, 118, 110)]"
5DfQxeyeWnI,15,1,E,E,1,0,2020-07-09 09:27:03.260993,10,Plates_22-27D,"['#f44d3b', '#ee2f24', '#efa892', '#fb5c51', '#f8241f', '#efa893', '#7d6b5f', '#23262d', '#4e4245', '#7e6c5c', '#827059', '#4e4240']","[(246, 68, 54), (233, 45, 32), (234, 166, 139), (254, 87, 75), (238, 30, 40), (241, 168, 156), (116, 99, 92), (26, 47, 38), (81, 65, 60), (128, 102, 97), (125, 121, 86), (78, 74, 57)]","[(246, 68, 54), (233, 45, 32), (234, 166, 139), (254, 87, 75), (238, 30, 40), (241, 168, 156)]","[(116, 99, 92), (26, 47, 38), (81, 65, 60), (128, 102, 97), (125, 121, 86), (78, 74, 57)]"
5DfQxeyeWnI,16,0,U,1,0,0,2020-07-09 09:27:36.224522,10,bluey,"['#3282be', '#08529c', '#3282be', '#08529c', '#3282be', '#08529c', '#72229f', '#9a5bbf', '#72229f', '#9a5bbf', '#72229f', '#9a5bbf']","[(58, 123, 182), (10, 91, 147), (43, 134, 199), (13, 72, 164), (53, 136, 193), (5, 76, 148), (111, 32, 153), (154, 90, 181), (116, 26, 154), (155, 90, 184), (118, 24, 155), (150, 89, 189)]","[(58, 123, 182), (10, 91, 147), (43, 134, 199), (13, 72, 164), (53, 136, 193), (5, 76, 148)]","[(111, 32, 153), (154, 90, 181), (116, 26, 154), (155, 90, 184), (118, 24, 155), (150, 89, 189)]"
5DfQxeyeWnI,17,1,1,1,0,0,2020-07-09 09:28:14.108377,10,bluey,"['#3282be', '#08529c', '#3282be', '#08529c', '#3282be', '#08529c', '#72229f', '#9a5bbf', '#72229f', '#9a5bbf', '#72229f', '#9a5bbf']","[(40, 123, 184), (3, 91, 162), (44, 135, 196), (14, 85, 156), (44, 125, 180), (13, 73, 163), (119, 29, 166), (160, 92, 197), (113, 37, 165), (146, 100, 186), (105, 31, 160), (162, 86, 199)]","[(40, 123, 184), (3, 91, 162), (44, 135, 196), (14, 85, 156), (44, 125, 180), (13, 73, 163)]","[(119, 29, 166), (160, 92, 197), (113, 37, 165), (146, 100, 186), (105, 31, 160), (162, 86, 199)]"
5DfQxeyeWnI,18,1,B,B,0,0,2020-07-09 09:28:18.915484,10,Plates_14-17,"['#a3ae5e', '#4c5b35', '#91ae46', '#616a3b', '#a0b164', '#a5ae5f', '#ee5149', '#f39935', '#fad600', '#fb9a5e', '#f3d92d', '#eb952e']","[(168, 168, 102), (77, 81, 53), (152, 180, 68), (88, 111, 66), (154, 170, 97), (171, 178, 99), (228, 76, 68), (234, 158, 61), (253, 210, 9), (254, 161, 93), (247, 217, 46), (227, 147, 45)]","[(168, 168, 102), (77, 81, 53), (152, 180, 68), (88, 111, 66), (154, 170, 97), (171, 178, 99)]","[(228, 76, 68), (234, 158, 61), (253, 210, 9), (254, 161, 93), (247, 217, 46), (227, 147, 45)]"
5DfQxeyeWnI,19,1,2,2,1,0,2020-07-09 09:28:27.969501,10,Plates_22-27D,"['#f44d3b', '#ee2f24', '#efa892', '#fb5c51', '#f8241f', '#efa893', '#7d6b5f', '#23262d', '#4e4245', '#7e6c5c', '#827059', '#4e4240']","[(235, 84, 63), (240, 54, 38), (240, 171, 138), (253, 94, 79), (250, 39, 32), (244, 169, 156), (120, 114, 96), (35, 39, 40), (78, 57, 78), (129, 107, 87), (128, 113, 93), (82, 57, 54)]","[(235, 84, 63), (240, 54, 38), (240, 171, 138), (253, 94, 79), (250, 39, 32), (244, 169, 156)]","[(120, 114, 96), (35, 39, 40), (78, 57, 78), (129, 107, 87), (128, 113, 93), (82, 57, 54)]"
5DfQxeyeWnI,20,0,U,B,1,0,2020-07-09 09:29:13.348162,10,greys,"['#f2bbce', '#a43b67', '#ce7997', '#f2bbce', '#a43b67', '#ce7997', '#969696', '#dddddd', '#636363', '#969696', '#cccccc', '#636363']","[(240, 184, 202), (158, 58, 106), (211, 129, 148), (238, 189, 206), (162, 67, 94), (210, 119, 143), (149, 146, 157), (221, 222, 218), (103, 104, 90), (154, 141, 148), (213, 194, 213), (108, 102, 92)]","[(240, 184, 202), (158, 58, 106), (211, 129, 148), (238, 189, 206), (162, 67, 94), (210, 119, 143)]","[(149, 146, 157), (221, 222, 218), (103, 104, 90), (154, 141, 148), (213, 194, 213), (108, 102, 92)]"
5DfQxeyeWnI,21,1,4,4,0,0,2020-07-09 09:29:32.825015,10,Plates_18-21,"['#f7422a', '#f7682e', '#f87a58', '#f56031', '#e36f2f', '#f87a59', '#7e8149', '#a86d45', '#634330', '#806f56', '#375e42', '#af7648']","[(246, 61, 33), (238, 111, 39), (254, 114, 90), (246, 94, 51), (222, 118, 52), (247, 112, 88), (116, 121, 78), (161, 113, 73), (89, 64, 42), (137, 116, 80), (56, 90, 63), (166, 112, 71)]","[(246, 61, 33), (238, 111, 39), (254, 114, 90), (246, 94, 51), (222, 118, 52), (247, 112, 88)]","[(116, 121, 78), (161, 113, 73), (89, 64, 42), (137, 116, 80), (56, 90, 63), (166, 112, 71)]"
5DfQxeyeWnI,22,0,U,N,0,1,2020-07-09 09:29:38.864734,10,bear,"['#e26f39', '#f6c458', '#e09c3e', '#e69e40', '#ed7b3d', '#f5be67', '#469224', '#604929', '#a09f33', '#dfd548', '#89bcb2', '#dccb47']","[(229, 115, 64), (236, 198, 86), (222, 147, 58), (230, 153, 58), (239, 125, 60), (250, 183, 103), (62, 153, 43), (93, 81, 34), (164, 154, 57), (229, 219, 76), (146, 193, 168), (212, 200, 66)]","[(229, 115, 64), (236, 198, 86), (222, 147, 58), (230, 153, 58), (239, 125, 60), (250, 183, 103)]","[(62, 153, 43), (93, 81, 34), (164, 154, 57), (229, 219, 76), (146, 193, 168), (212, 200, 66)]"
5DfQxeyeWnI,23,1,2,2,0,0,2020-07-09 09:30:08.949979,10,Plates_18-21,"['#f7422a', '#f7682e', '#f87a58', '#f56031', '#e36f2f', '#f87a59', '#7e8149', '#a86d45', '#634330', '#806f56', '#375e42', '#af7648']","[(243, 69, 46), (247, 97, 37), (239, 122, 94), (238, 86, 48), (230, 114, 41), (252, 114, 98), (122, 135, 80), (162, 110, 77), (107, 65, 43), (118, 114, 78), (64, 88, 58), (165, 120, 65)]","[(243, 69, 46), (247, 97, 37), (239, 122, 94), (238, 86, 48), (230, 114, 41), (252, 114, 98)]","[(122, 135, 80), (162, 110, 77), (107, 65, 43), (118, 114, 78), (64, 88, 58), (165, 120, 65)]"
5DfQxeyeWnI,24,1,3,3,0,0,2020-07-09 09:30:27.905530,10,Plates_18-21,"['#f7422a', '#f7682e', '#f87a58', '#f56031', '#e36f2f', '#f87a59', '#7e8149', '#a86d45', '#634330', '#806f56', '#375e42', '#af7648']","[(248, 61, 40), (254, 100, 49), (239, 129, 79), (236, 95, 39), (219, 115, 39), (247, 119, 98), (125, 136, 72), (169, 118, 67), (94, 59, 48), (124, 104, 91), (52, 89, 75), (174, 120, 80)]","[(248, 61, 40), (254, 100, 49), (239, 129, 79), (236, 95, 39), (219, 115, 39), (247, 119, 98)]","[(125, 136, 72), (169, 118, 67), (94, 59, 48), (124, 104, 91), (52, 89, 75), (174, 120, 80)]"
5DfQxeyeWnI,25,0,U,D,0,0,2020-07-09 09:30:34.974349,10,Plates_32-33,"['#f98f4f', '#dc522e', '#f2693c', '#eea055', '#ff6839', '#eea050', '#6f6a22', '#d0bd5a', '#8b8134', '#6b8382', '#6c7f82', '#d6b04a']","[(243, 136, 85), (223, 74, 46), (243, 107, 63), (233, 169, 94), (249, 112, 64), (245, 150, 80), (108, 105, 29), (213, 192, 82), (136, 135, 56), (102, 129, 135), (98, 119, 139), (219, 178, 70)]","[(243, 136, 85), (223, 74, 46), (243, 107, 63), (233, 169, 94), (249, 112, 64), (245, 150, 80)]","[(108, 105, 29), (213, 192, 82), (136, 135, 56), (102, 129, 135), (98, 119, 139), (219, 178, 70)]"
5DfQxeyeWnI,26,0,U,1,0,0,2020-07-09 09:30:54.295154,10,Plates_6-9,"['#7d8762', '#bcc967', '#69603a', '#baa955', '#ad9556', '#bcc966', '#d65153', '#fc8b67', '#fe9466', '#e85a41', '#f0b55e', '#fe733e']","[(130, 133, 96), (193, 206, 112), (108, 87, 51), (186, 176, 75), (174, 152, 89), (187, 192, 102), (212, 72, 77), (243, 139, 101), (246, 155, 110), (232, 83, 64), (236, 179, 85), (245, 119, 55)]","[(130, 133, 96), (193, 206, 112), (108, 87, 51), (186, 176, 75), (174, 152, 89), (187, 192, 102)]","[(212, 72, 77), (243, 139, 101), (246, 155, 110), (232, 83, 64), (236, 179, 85), (245, 119, 55)]"
5DfQxeyeWnI,27,0,U,B,0,0,2020-07-09 09:31:28.198519,10,Plates_34-35,"['#a6ad62', '#576f54', '#999d62', '#69653e', '#bfaf5f', '#a38f4f', '#fac243', '#d95415', '#ff814f', '#fdb654', '#b44747', '#bd7270']","[(172, 163, 105), (89, 120, 77), (162, 157, 102), (102, 93, 62), (183, 179, 93), (153, 133, 83), (249, 190, 64), (209, 78, 20), (248, 120, 76), (250, 190, 79), (180, 69, 72), (198, 105, 118)]","[(172, 163, 105), (89, 120, 77), (162, 157, 102), (102, 93, 62), (183, 179, 93), (153, 133, 83)]","[(249, 190, 64), (209, 78, 20), (248, 120, 76), (250, 190, 79), (180, 69, 72), (198, 105, 118)]"
5DfQxeyeWnI,28,1,1,1,1,0,2020-07-09 09:31:32.972615,10,greys,"['#f2bbce', '#a43b67', '#ce7997', '#f2bbce', '#a43b67', '#ce7997', '#969696', '#dddddd', '#636363', '#969696', '#cccccc', '#636363']","[(244, 183, 215), (168, 61, 96), (202, 119, 153), (248, 179, 208), (164, 52, 106), (210, 111, 153), (149, 141, 156), (214, 226, 224), (107, 97, 101), (143, 159, 140), (210, 195, 199), (102, 95, 97)]","[(244, 183, 215), (168, 61, 96), (202, 119, 153), (248, 179, 208), (164, 52, 106), (210, 111, 153)]","[(149, 141, 156), (214, 226, 224), (107, 97, 101), (143, 159, 140), (210, 195, 199), (102, 95, 97)]"
5DfQxeyeWnI,29,1,5,5,1,0,2020-07-09 09:31:37.921959,10,Plates_22-27D,"['#f44d3b', '#ee2f24', '#efa892', '#fb5c51', '#f8241f', '#efa893', '#7d6b5f', '#23262d', '#4e4245', '#7e6c5c', '#827059', '#4e4240']","[(250, 74, 49), (240, 41, 41), (235, 162, 153), (250, 97, 74), (254, 42, 27), (242, 158, 141), (121, 112, 99), (43, 34, 47), (83, 73, 73), (116, 117, 84), (131, 109, 87), (70, 56, 68)]","[(250, 74, 49), (240, 41, 41), (235, 162, 153), (250, 97, 74), (254, 42, 27), (242, 158, 141)]","[(121, 112, 99), (43, 34, 47), (83, 73, 73), (116, 117, 84), (131, 109, 87), (70, 56, 68)]"
5DfQxeyeWnI,30,0,U,5,0,0,2020-07-09 09:31:43.430302,10,Plates_30-31,"['#9eab5e', '#5c6746', '#546942', '#bdbe75', '#6a6f4e', '#9caf5d', '#f6d01e', '#f9654c', '#faa06d', '#d5412c', '#facc33', '#f87653']","[(155, 179, 84), (82, 110, 75), (81, 108, 62), (184, 197, 118), (102, 108, 75), (158, 174, 94), (250, 198, 36), (245, 94, 79), (249, 167, 117), (220, 73, 45), (251, 194, 52), (254, 125, 88)]","[(155, 179, 84), (82, 110, 75), (81, 108, 62), (184, 197, 118), (102, 108, 75), (158, 174, 94)]","[(250, 198, 36), (245, 94, 79), (249, 167, 117), (220, 73, 45), (251, 194, 52), (254, 125, 88)]"
5DfQxeyeWnI,31,1,A,A,0,0,2020-07-09 09:31:48.969500,10,camo2,"['#fb6a4a', '#de2d27', '#fb6a4a', '#de2d27', '#fb6a4a', '#de2d27', '#906d18', '#c98d42', '#906d18', '#c98d42', '#906d18', '#c98d42']","[(244, 108, 65), (227, 50, 46), (254, 107, 66), (223, 43, 40), (247, 113, 82), (220, 50, 47), (148, 100, 20), (196, 148, 56), (134, 100, 17), (205, 132, 66), (136, 104, 24), (199, 143, 59)]","[(244, 108, 65), (227, 50, 46), (254, 107, 66), (223, 43, 40), (247, 113, 82), (220, 50, 47)]","[(148, 100, 20), (196, 148, 56), (134, 100, 17), (205, 132, 66), (136, 104, 24), (199, 143, 59)]"
5DfQxeyeWnI,32,1,3,3,0,0,2020-07-09 09:33:42.028931,10,inverse_ring,"['#3a4c78', '#b27180', '#95507b', '#515267', '#314070', '#bd4f75', '#cb607f', '#B47E94', '#da567e', '#b55d7a', '#666177', '#54516f']","[(52, 80, 126), (180, 119, 131), (148, 82, 127), (89, 87, 103), (53, 60, 119), (180, 76, 115), (203, 95, 125), (181, 126, 147), (210, 77, 122), (173, 86, 115), (103, 100, 111), (89, 85, 111)]","[(52, 80, 126), (180, 119, 131), (148, 82, 127), (89, 87, 103), (53, 60, 119), (180, 76, 115)]","[(203, 95, 125), (181, 126, 147), (210, 77, 122), (173, 86, 115), (103, 100, 111), (89, 85, 111)]"
5DfQxeyeWnI,33,1,C,C,0,0,2020-07-09 09:33:48.131249,10,Plates_36-37,"['#fb6460', '#fb8a76', '#ef5e47', '#fa8757', '#fd7340', '#f96a52', '#716e29', '#4d493c', '#ab9b4e', '#706c44', '#455941', '#405030']","[(250, 96, 93), (249, 143, 109), (239, 92, 69), (252, 139, 77), (252, 119, 69), (254, 105, 80), (116, 110, 49), (71, 68, 58), (171, 149, 85), (115, 102, 62), (59, 90, 66), (64, 84, 39)]","[(250, 96, 93), (249, 143, 109), (239, 92, 69), (252, 139, 77), (252, 119, 69), (254, 105, 80)]","[(116, 110, 49), (71, 68, 58), (171, 149, 85), (115, 102, 62), (59, 90, 66), (64, 84, 39)]"
5DfQxeyeWnI,34,1,4,4,0,0,2020-07-09 09:33:53.599468,10,Plates_36-37,"['#fb6460', '#fb8a76', '#ef5e47', '#fa8757', '#fd7340', '#f96a52', '#716e29', '#4d493c', '#ab9b4e', '#706c44', '#455941', '#405030']","[(245, 107, 86), (252, 131, 116), (230, 102, 61), (244, 143, 93), (243, 115, 58), (253, 99, 80), (104, 102, 46), (77, 70, 60), (179, 160, 72), (120, 99, 68), (71, 98, 60), (55, 74, 44)]","[(245, 107, 86), (252, 131, 116), (230, 102, 61), (244, 143, 93), (243, 115, 58), (253, 99, 80)]","[(104, 102, 46), (77, 70, 60), (179, 160, 72), (120, 99, 68), (71, 98, 60), (55, 74, 44)]"
5DfQxeyeWnI,35,1,D,D,0,0,2020-07-09 09:34:21.732585,10,Plates_30-31,"['#9eab5e', '#5c6746', '#546942', '#bdbe75', '#6a6f4e', '#9caf5d', '#f6d01e', '#f9654c', '#faa06d', '#d5412c', '#facc33', '#f87653']","[(151, 177, 84), (95, 101, 70), (75, 111, 67), (182, 189, 119), (109, 109, 75), (161, 170, 89), (253, 208, 21), (250, 99, 76), (242, 168, 103), (214, 55, 47), (249, 198, 51), (240, 123, 73)]","[(151, 177, 84), (95, 101, 70), (75, 111, 67), (182, 189, 119), (109, 109, 75), (161, 170, 89)]","[(253, 208, 21), (250, 99, 76), (242, 168, 103), (214, 55, 47), (249, 198, 51), (240, 123, 73)]"
5DfQxeyeWnI,36,0,U,4,0,0,2020-07-09 09:34:34.969968,10,inverse_ring,"['#3a4c78', '#b27180', '#95507b', '#515267', '#314070', '#bd4f75', '#cb607f', '#B47E94', '#da567e', '#b55d7a', '#666177', '#54516f']","[(59, 78, 110), (174, 118, 122), (141, 87, 131), (72, 76, 106), (55, 68, 115), (197, 76, 111), (206, 94, 126), (180, 134, 153), (224, 88, 130), (179, 90, 130), (95, 90, 123), (86, 74, 116)]","[(59, 78, 110), (174, 118, 122), (141, 87, 131), (72, 76, 106), (55, 68, 115), (197, 76, 111)]","[(206, 94, 126), (180, 134, 153), (224, 88, 130), (179, 90, 130), (95, 90, 123), (86, 74, 116)]"
5DfQxeyeWnI,37,1,1,1,0,0,2020-07-09 09:46:42.912845,10,Plates_30-31,"['#9eab5e', '#5c6746', '#546942', '#bdbe75', '#6a6f4e', '#9caf5d', '#f6d01e', '#f9654c', '#faa06d', '#d5412c', '#facc33', '#f87653']","[(151, 180, 84), (85, 102, 76), (93, 109, 58), (180, 188, 121), (104, 102, 83), (161, 170, 98), (251, 204, 20), (247, 91, 66), (242, 163, 115), (210, 68, 53), (241, 195, 43), (251, 117, 89)]","[(151, 180, 84), (85, 102, 76), (93, 109, 58), (180, 188, 121), (104, 102, 83), (161, 170, 98)]","[(251, 204, 20), (247, 91, 66), (242, 163, 115), (210, 68, 53), (241, 195, 43), (251, 117, 89)]"
5DfQxeyeWnI,38,1,5,5,0,0,2020-07-09 09:46:49.282421,10,Plates_2-5,"['#ea996d', '#f87562', '#e9cfc5', '#f4542d', '#fd8c42', '#e9cfc6', '#c6a04d', '#555531', '#827746', '#898144', '#c5aa3b', '#555532']","[(240, 152, 103), (253, 125, 92), (238, 209, 191), (242, 84, 48), (250, 140, 75), (225, 209, 200), (205, 159, 80), (77, 80, 54), (120, 109, 74), (143, 133, 70), (199, 166, 55), (94, 90, 51)]","[(240, 152, 103), (253, 125, 92), (238, 209, 191), (242, 84, 48), (250, 140, 75), (225, 209, 200)]","[(205, 159, 80), (77, 80, 54), (120, 109, 74), (143, 133, 70), (199, 166, 55), (94, 90, 51)]"
5DfQxeyeWnI,39,1,4,4,0,0,2020-07-09 09:46:56.383431,10,inverse_ring,"['#3a4c78', '#b27180', '#95507b', '#515267', '#314070', '#bd4f75', '#cb607f', '#B47E94', '#da567e', '#b55d7a', '#666177', '#54516f']","[(57, 76, 123), (178, 110, 127), (140, 83, 123), (87, 80, 108), (51, 70, 111), (183, 81, 118), (206, 94, 130), (184, 128, 147), (226, 94, 130), (173, 85, 120), (97, 91, 121), (93, 73, 109)]","[(57, 76, 123), (178, 110, 127), (140, 83, 123), (87, 80, 108), (51, 70, 111), (183, 81, 118)]","[(206, 94, 130), (184, 128, 147), (226, 94, 130), (173, 85, 120), (97, 91, 121), (93, 73, 109)]"
5DfQxeyeWnI,40,1,A,A,0,1,2020-07-09 09:47:03.231986,10,Plates_22-27P,"['#fe5b55', '#f95c50', '#9d4053', '#f55d52', '#9d4054', '#fe5b51', '#7d6b5f', '#23262d', '#4e4245', '#7e6c5c', '#827059', '#4e4240']","[(254, 91, 75), (246, 92, 70), (166, 62, 90), (241, 93, 79), (164, 66, 87), (253, 100, 90), (130, 114, 102), (40, 30, 44), (78, 70, 74), (132, 109, 84), (121, 103, 94), (81, 72, 57)]","[(254, 91, 75), (246, 92, 70), (166, 62, 90), (241, 93, 79), (164, 66, 87), (253, 100, 90)]","[(130, 114, 102), (40, 30, 44), (78, 70, 74), (132, 109, 84), (121, 103, 94), (81, 72, 57)]"
5DfQxeyeWnI,41,1,2,2,0,0,2020-07-09 09:47:15.998134,10,Plates_2-5,"['#ea996d', '#f87562', '#e9cfc5', '#f4542d', '#fd8c42', '#e9cfc6', '#c6a04d', '#555531', '#827746', '#898144', '#c5aa3b', '#555532']","[(238, 145, 116), (248, 115, 92), (231, 208, 187), (245, 80, 41), (249, 130, 73), (236, 205, 199), (196, 157, 84), (76, 90, 42), (125, 117, 60), (132, 119, 73), (204, 176, 60), (80, 88, 42)]","[(238, 145, 116), (248, 115, 92), (231, 208, 187), (245, 80, 41), (249, 130, 73), (236, 205, 199)]","[(196, 157, 84), (76, 90, 42), (125, 117, 60), (132, 119, 73), (204, 176, 60), (80, 88, 42)]"
5DfQxeyeWnI,42,1,B,B,0,0,2020-07-09 09:47:21.315531,10,Plates_6-9,"['#7d8762', '#bcc967', '#69603a', '#baa955', '#ad9556', '#bcc966', '#d65153', '#fc8b67', '#fe9466', '#e85a41', '#f0b55e', '#fe733e']","[(117, 140, 89), (196, 191, 107), (112, 86, 63), (178, 172, 77), (176, 140, 76), (193, 210, 103), (219, 76, 89), (254, 130, 94), (254, 146, 92), (230, 84, 56), (242, 180, 103), (245, 117, 57)]","[(117, 140, 89), (196, 191, 107), (112, 86, 63), (178, 172, 77), (176, 140, 76), (193, 210, 103)]","[(219, 76, 89), (254, 130, 94), (254, 146, 92), (230, 84, 56), (242, 180, 103), (245, 117, 57)]"
5DfQxeyeWnI,43,1,N,N,0,0,2020-07-09 09:47:26.280679,10,bluey,"['#3282be', '#08529c', '#3282be', '#08529c', '#3282be', '#08529c', '#72229f', '#9a5bbf', '#72229f', '#9a5bbf', '#72229f', '#9a5bbf']","[(44, 139, 180), (9, 91, 146), (58, 135, 192), (4, 76, 162), (48, 126, 190), (9, 89, 163), (112, 38, 155), (145, 97, 182), (115, 25, 160), (161, 87, 195), (116, 40, 150), (152, 84, 182)]","[(44, 139, 180), (9, 91, 146), (58, 135, 192), (4, 76, 162), (48, 126, 190), (9, 89, 163)]","[(112, 38, 155), (145, 97, 182), (115, 25, 160), (161, 87, 195), (116, 40, 150), (152, 84, 182)]"
5DfQxeyeWnI,44,1,4,4,0,0,2020-07-09 09:47:35.417047,10,Plates_34-35,"['#a6ad62', '#576f54', '#999d62', '#69653e', '#bfaf5f', '#a38f4f', '#fac243', '#d95415', '#ff814f', '#fdb654', '#b44747', '#bd7270']","[(160, 172, 98), (93, 118, 93), (146, 147, 99), (101, 103, 55), (189, 166, 89), (161, 133, 75), (248, 190, 62), (212, 84, 22), (251, 129, 76), (247, 185, 79), (184, 77, 78), (192, 123, 117)]","[(160, 172, 98), (93, 118, 93), (146, 147, 99), (101, 103, 55), (189, 166, 89), (161, 133, 75)]","[(248, 190, 62), (212, 84, 22), (251, 129, 76), (247, 185, 79), (184, 77, 78), (192, 123, 117)]"
